student_id,career_success_score
STU_010001,58.19458011010004
STU_010002,73.84352178048259
STU_010003,74.7044497442873
STU_010004,97.90191505280102
STU_010005,75.80432280450825
STU_010006,74.98644176880654
STU_010007,72.96246987422994
STU_010008,76.13514217270445
STU_010009,69.74820188434802
STU_010010,55.161480451327236
STU_010011,95.19443630436807
STU_010012,76.76013303782585
STU_010013,81.44398451217563
STU_010014,92.0509576889557
STU_010015,49.35121441384213
STU_010016,68.347345356126
STU_010017,57.974715740521624
STU_010018,58.3976544003295
STU_010019,86.56688468123271
STU_010020,68.20031948288837
STU_010021,85.7912071794526
STU_010022,97.72963725247584
STU_010023,93.80496982114478
STU_010024,66.54922528084398
STU_010025,77.38232780058067
STU_010026,93.57558672946205
STU_010027,73.0667370120855
STU_010028,87.73718114468542
STU_010029,98.44745523887336
STU_010030,61.078066860382165
STU_010031,62.768647765663985
STU_010032,91.37401807867806
STU_010033,56.5672945019032
STU_010034,87.40618339679936
STU_010035,79.745831907279
STU_010036,66.69144665674145
STU_010037,67.95149426205741
STU_010038,92.25481212274536
STU_010039,63.17719604170918
STU_010040,82.90679184083008
STU_010041,90.09194072995854
STU_010042,61.65652493939071
STU_010043,83.72061914116826
STU_010044,72.49909789364794
STU_010045,82.85905167224381
STU_010046,54.213252928437726
STU_010047,69.04004228702453
STU_010048,83.20000117793478
STU_010049,48.41207565429191
STU_010050,59.94073291293307
STU_010051,73.02010135304938
STU_010052,64.42618722801588
STU_010053,62.00610859012144
STU_010054,69.18732085170423
STU_010055,63.258928328312564
STU_010056,58.84582589141756
STU_010057,64.35951393694705
STU_010058,99.37502000499872
STU_010059,88.75720346262189
STU_010060,71.88849903628069
STU_010061,40.84047153359801
STU_010062,78.25993615359373
STU_010063,64.69540832222103
STU_010064,94.49715678305634
STU_010065,54.86594455658414
STU_010066,58.22656719040036
STU_010067,92.88014313491722
STU_010068,61.43435580925491
STU_010069,65.92618792426138
STU_010070,58.680163919708875
STU_010071,95.87199856523823
STU_010072,69.19315247226125
STU_010073,95.56481529332424
STU_010074,59.96026641727805
STU_010075,78.60475762824774
STU_010076,96.51190586909969
STU_010077,82.46486906100087
STU_010078,88.84185078434044
STU_010079,79.2296988597968
STU_010080,80.98239455910725
STU_010081,63.03976315122304
STU_010082,78.28576743966603
STU_010083,80.64688625982043
STU_010084,89.18544398178054
STU_010085,72.14591923982124
STU_010086,78.50673798584513
STU_010087,68.60935696896244
STU_010088,65.4362226795606
STU_010089,89.14051621039704
STU_010090,75.39917237902158
STU_010091,55.59833867629922
STU_010092,70.41856732601168
STU_010093,61.90611173772986
STU_010094,89.2875867402994
STU_010095,55.74288611641181
STU_010096,83.05472126703081
STU_010097,69.71345592918117
STU_010098,84.47006005623899
STU_010099,71.49724134445346
STU_010100,69.95365981355128
STU_010101,76.84468534425686
STU_010102,61.81891903319537
STU_010103,90.80900336999647
STU_010104,52.555637122200544
STU_010105,96.55304101619977
STU_010106,50.04348239160034
STU_010107,79.7175957306073
STU_010108,78.86007875412284
STU_010109,69.37882668174375
STU_010110,79.45611557334372
STU_010111,89.76167824301795
STU_010112,81.47801599178293
STU_010113,71.8624409124061
STU_010114,84.7713132327038
STU_010115,77.14885606404671
STU_010116,91.75444926852957
STU_010117,79.8170568665075
STU_010118,90.14894029758305
STU_010119,65.0201276556386
STU_010120,69.99698939155748
STU_010121,80.70245257639799
STU_010122,75.01089374965223
STU_010123,93.29341051980252
STU_010124,74.62519728014004
STU_010125,85.66104396806777
STU_010126,72.33437392651736
STU_010127,57.33872679275012
STU_010128,91.17892071943172
STU_010129,82.86104593168868
STU_010130,73.19205180810998
STU_010131,60.486466289091936
STU_010132,70.94051583958982
STU_010133,71.92099218815497
STU_010134,67.61979349946101
STU_010135,43.80169210391914
STU_010136,69.49473040617815
STU_010137,61.56807238048725
STU_010138,78.96475217171297
STU_010139,80.43834008355938
STU_010140,92.90502672518696
STU_010141,61.081743863556994
STU_010142,87.91094322204874
STU_010143,74.41651028822328
STU_010144,75.5187083637933
STU_010145,93.50809144748895
STU_010146,80.32555621491964
STU_010147,53.52286060835273
STU_010148,54.65936258531624
STU_010149,62.15849900641719
STU_010150,91.37104660941661
STU_010151,71.84798615921129
STU_010152,83.9480189395014
STU_010153,69.90992211327992
STU_010154,80.60797910540714
STU_010155,63.51285385704877
STU_010156,93.0808413340288
STU_010157,100.0
STU_010158,70.76804393816273
STU_010159,86.5615027804022
STU_010160,63.8416314645977
STU_010161,94.09292157284473
STU_010162,99.99551023941171
STU_010163,77.73384178830568
STU_010164,71.26861964156161
STU_010165,73.11529261851669
STU_010166,88.91037673249413
STU_010167,83.23256707529288
STU_010168,76.09061578869621
STU_010169,71.53250094324387
STU_010170,89.91586935450462
STU_010171,70.37211911509286
STU_010172,98.65427017211914
STU_010173,65.93852587819727
STU_010174,76.42719895476276
STU_010175,77.93726895241448
STU_010176,68.65199468379745
STU_010177,91.60722470965348
STU_010178,81.24453050748743
STU_010179,81.39980698042685
STU_010180,80.70043489676527
STU_010181,76.15295102714744
STU_010182,75.48885606421891
STU_010183,79.82656145255186
STU_010184,85.26691825553267
STU_010185,64.6636485834624
STU_010186,88.67916332717881
STU_010187,65.552250868017
STU_010188,92.65210759261454
STU_010189,72.9547708552303
STU_010190,60.733441831810296
STU_010191,48.10186652950993
STU_010192,86.45272044979086
STU_010193,63.50273438948666
STU_010194,85.71017500260814
STU_010195,84.23360733040053
STU_010196,67.84317864648058
STU_010197,76.33306532535623
STU_010198,83.44366784756103
STU_010199,97.57939528384911
STU_010200,69.89980041441633
STU_010201,98.79723815917968
STU_010202,79.14437931057758
STU_010203,71.66070147111256
STU_010204,94.76960483878221
STU_010205,84.72943497242835
STU_010206,88.85391587815899
STU_010207,48.89244777612686
STU_010208,72.52362454561718
STU_010209,61.930615728668315
STU_010210,92.29049093281306
STU_010211,73.9718175327612
STU_010212,90.20267379597303
STU_010213,90.03461406557044
STU_010214,65.82441602552817
STU_010215,69.36253006209019
STU_010216,57.04136160353729
STU_010217,81.4850866076409
STU_010218,56.84748107259625
STU_010219,85.1415075854219
STU_010220,68.63228145557066
STU_010221,79.38316944176714
STU_010222,57.23162085347782
STU_010223,75.79222525822051
STU_010224,100.0
STU_010225,61.42696682242426
STU_010226,87.55507440367795
STU_010227,54.30865028990768
STU_010228,88.42901283530736
STU_010229,71.90318002365625
STU_010230,61.67367887008153
STU_010231,52.92125984585733
STU_010232,96.42130078556085
STU_010233,56.21650729371324
STU_010234,79.6296788988156
STU_010235,46.90450958335016
STU_010236,93.33553252279653
STU_010237,83.78458280342684
STU_010238,76.18311493222308
STU_010239,53.004304352345926
STU_010240,72.38380295748608
STU_010241,81.74580672921013
STU_010242,78.4318967227389
STU_010243,64.95958381655137
STU_010244,89.51520980359507
STU_010245,58.487237723130036
STU_010246,47.14776691105067
STU_010247,94.21079690467364
STU_010248,86.52160130496493
STU_010249,68.43815851339117
STU_010250,96.81219119373111
STU_010251,75.86978122326671
STU_010252,99.81347198486328
STU_010253,61.884259284634496
STU_010254,96.56585080984837
STU_010255,68.1113926367307
STU_010256,60.51898990087135
STU_010257,75.05256991933095
STU_010258,81.53524947825437
STU_010259,80.96456684303347
STU_010260,62.751748116147866
STU_010261,62.637919350387946
STU_010262,54.602615993424635
STU_010263,59.72439041477888
STU_010264,98.92939834594726
STU_010265,69.8326941057852
STU_010266,79.42737607704368
STU_010267,61.9364287464205
STU_010268,84.60645278010125
STU_010269,75.38089454894346
STU_010270,90.41170225906887
STU_010271,83.49261285926248
STU_010272,62.104579812611746
STU_010273,80.97438490704907
STU_010274,62.52747296184458
STU_010275,92.40793434755028
STU_010276,62.67644247834302
STU_010277,82.41434717696085
STU_010278,82.28760570930085
STU_010279,62.87216841030006
STU_010280,66.76158722525237
STU_010281,57.9584737899935
STU_010282,68.48950210364679
STU_010283,85.27017391822491
STU_010284,68.68942811357643
STU_010285,58.26071658041339
STU_010286,80.23563715423622
STU_010287,95.83084169081295
STU_010288,61.007983035795306
STU_010289,54.52561841310399
STU_010290,83.60542309018965
STU_010291,47.552731976822635
STU_010292,91.17015451177208
STU_010293,65.32402598668128
STU_010294,57.90818659178363
STU_010295,70.70699397466156
STU_010296,83.24697217736546
STU_010297,84.57988036855639
STU_010298,96.24634460860695
STU_010299,92.48905700018601
STU_010300,60.363616877551735
STU_010301,79.29242958087443
STU_010302,84.26664634641294
STU_010303,70.3499800815935
STU_010304,58.03142287443762
STU_010305,81.06892185411327
STU_010306,59.27227616452858
STU_010307,67.57575640641706
STU_010308,75.6448385941816
STU_010309,69.71965460215362
STU_010310,56.952898349745205
STU_010311,63.99038260133311
STU_010312,77.45458433583912
STU_010313,78.2431657925298
STU_010314,86.27852722704154
STU_010315,88.8987811786165
STU_010316,91.69838843671636
STU_010317,87.10322413143042
STU_010318,73.04330703736225
STU_010319,90.48566262158776
STU_010320,99.03514287207774
STU_010321,66.69289229239723
STU_010322,95.6077522517518
STU_010323,74.42078734533774
STU_010324,94.63702110479387
STU_010325,94.23930153297653
STU_010326,78.77631284291353
STU_010327,65.48316334731456
STU_010328,83.27874449538214
STU_010329,92.68234012409974
STU_010330,84.21333692978179
STU_010331,97.34005864280466
STU_010332,62.98254472585525
STU_010333,98.9371940612793
STU_010334,72.6413061218579
STU_010335,94.35765384848115
STU_010336,54.650116283220136
STU_010337,63.516722016298914
STU_010338,91.1618972786189
STU_010339,76.93713456902171
STU_010340,62.403584395367986
STU_010341,96.62550400604391
STU_010342,60.219668116782486
STU_010343,60.055678599979004
STU_010344,78.06878376156469
STU_010345,82.6187293966157
STU_010346,87.33819783923437
STU_010347,53.4039755027933
STU_010348,61.57391140163183
STU_010349,86.42503361323915
STU_010350,80.72049030799332
STU_010351,73.54957804744615
STU_010352,70.82848304038343
STU_010353,95.33262346278303
STU_010354,70.1372094573942
STU_010355,76.45740305334729
STU_010356,87.21302901533372
STU_010357,93.60526892857195
STU_010358,76.30256783002505
STU_010359,63.4384763908612
STU_010360,70.84537966174345
STU_010361,97.13146047624079
STU_010362,73.17841202883244
STU_010363,77.3799445071651
STU_010364,95.04172415029801
STU_010365,84.62032040515925
STU_010366,93.66885781611096
STU_010367,71.67055787955721
STU_010368,62.795377628740184
STU_010369,90.5135974672292
STU_010370,81.73244900086642
STU_010371,64.75076082646694
STU_010372,76.29447076908025
STU_010373,71.62686713263443
STU_010374,84.41046009664768
STU_010375,98.20345556437933
STU_010376,55.04506871314528
STU_010377,76.42237591931908
STU_010378,76.8720259769707
STU_010379,67.71416800245113
STU_010380,63.46671378905245
STU_010381,75.83456596087586
STU_010382,89.41079712672256
STU_010383,80.08450996149364
STU_010384,93.08853043930183
STU_010385,79.72430670828315
STU_010386,62.96177115303841
STU_010387,59.062601238055805
STU_010388,98.28353949052162
STU_010389,72.39194786426619
STU_010390,56.449023020130596
STU_010391,61.98707020808543
STU_010392,76.72374313107329
STU_010393,79.98823164488887
STU_010394,76.18119745315339
STU_010395,77.3085183814122
STU_010396,79.4674119332631
STU_010397,87.78697012557343
STU_010398,87.81321112526248
STU_010399,60.023878492227595
STU_010400,74.24820575629087
STU_010401,48.085507794851544
STU_010402,69.67185074789327
STU_010403,76.7389222144506
STU_010404,87.6711458997476
STU_010405,83.18559612143497
STU_010406,76.6556961458464
STU_010407,91.44751180224631
STU_010408,67.63050107999756
STU_010409,97.41215828050345
STU_010410,64.78987749118343
STU_010411,89.6308046108306
STU_010412,96.82890855303916
STU_010413,85.30842503118727
STU_010414,82.52168065678552
STU_010415,89.62322307621807
STU_010416,81.71712996806954
STU_010417,98.56663717907792
STU_010418,73.24426313685605
STU_010419,95.74316659724371
STU_010420,87.41613302197112
STU_010421,85.2416639330816
STU_010422,73.33868001251
STU_010423,73.74138210292614
STU_010424,52.145347663288305
STU_010425,54.10695171223105
STU_010426,74.66712895552371
STU_010427,62.012650271907575
STU_010428,72.3994318795721
STU_010429,53.24710203358731
STU_010430,92.72987781570076
STU_010431,51.034667518337656
STU_010432,72.50865111188568
STU_010433,72.00341197807272
STU_010434,89.26587535198439
STU_010435,61.82063354981871
STU_010436,76.94439086558123
STU_010437,50.405419364547015
STU_010438,98.09437561035156
STU_010439,68.51096387762279
STU_010440,88.90608795330542
STU_010441,56.871851279215846
STU_010442,73.167486731719
STU_010443,81.98604662429783
STU_010444,71.41088177549226
STU_010445,74.13635766471732
STU_010446,45.666589670766015
